Seller,Probability
100002150,0.1
100000768,0.1
100001862,0.1
100001532,0.1
100000162,0.1
100001492,0.1
100000105,0.1
100001173,0.1
100002410,0.1
100001887,0.1
100001373,0.1
100002064,0.1
100000874,0.1
100002414,0.1
100000011,0.1
100002188,0.1
100002358,0.1
100001017,0.1
100001238,0.09333333333333334
100000974,0.09333333333333332
100002093,0.09
100001052,0.09
100000773,0.09
100001045,0.09
100000882,0.09
100001326,0.08666666666666666
100000337,0.08666666666666666
100000638,0.08333333333333331
100002274,0.08
100001499,0.08
100000970,0.08
100001510,0.08
100000842,0.08
100001939,0.08
100002351,0.08
100000905,0.08
100002415,0.08
100000274,0.08
100002077,0.08
100002266,0.08
100002359,0.08
100001441,0.08
100002168,0.08
100002335,0.08
100000643,0.08
100001458,0.08
100002173,0.08
100000971,0.08
100000165,0.08
100001212,0.08
100002039,0.08
100001014,0.08
100000738,0.08
100002220,0.08
100001729,0.08
100000742,0.08
100001736,0.08
100002117,0.08
100000774,0.08
100002055,0.08
100001906,0.08
100001870,0.08
100002398,0.08
100001868,0.08
100001127,0.08
100001973,0.08
100000504,0.08
100000511,0.08
100001957,0.08
100001954,0.08
100002110,0.08
100002107,0.08
100002163,0.08
100001611,0.08
100002366,0.08
100000685,0.08
100001809,0.08
100000980,0.08
100002372,0.08
100001635,0.08
100001337,0.08
100002052,0.08
100001334,0.08
100000985,0.08
100002315,0.08
100000578,0.08
100001291,0.08
100000995,0.08
100000896,0.08
100000440,0.07999999999999999
100000602,0.07714285714285714
100000987,0.075
100000106,0.07333333333333333
100000518,0.07333333333333333
100001040,0.07033333333333334
100000303,0.07
100002383,0.07
100000979,0.07
100001819,0.07
100002165,0.07
100002012,0.07
100002298,0.07
100000806,0.07
100002296,0.07
100000394,0.07
100002183,0.07
100001074,0.07
100002025,0.07
100000137,0.07
100001931,0.07
100001932,0.07
100001766,0.07
100002161,0.06666666666666667
100000932,0.06666666666666667
100000875,0.06666666666666667
100002029,0.06666666666666667
100001704,0.06571428571428571
100002152,0.065
100001034,0.065
100001391,0.065
100001883,0.06422222222222222
100000790,0.06166666666666667
100000994,0.06
100000991,0.06
100002417,0.06
100001708,0.06
100000414,0.06
100000415,0.06
100001670,0.06
100001696,0.06
100002214,0.06
100002047,0.06
100001681,0.06
100000796,0.06
100000992,0.06
100001676,0.06
100001898,0.06
100000199,0.06
100001271,0.06
100002100,0.06
100000202,0.06
100002311,0.06
100002382,0.06
100000044,0.06
100000053,0.06
100002215,0.06
100002013,0.06
100002144,0.06
100002295,0.06
100001867,0.06
100001089,0.06
100002149,0.06
100001922,0.06
100000508,0.06
100001123,0.06
100000143,0.06
100001903,0.06
100001779,0.06
100000758,0.06
100000767,0.06
100001137,0.06
100001715,0.06
100000755,0.06
100000135,0.06
100000769,0.06
100001861,0.06
100002222,0.06
100001043,0.06
100000776,0.06
100000744,0.06
100001032,0.06
100000705,0.06
100002425,0.06
100000181,0.06
100000737,0.06
100000809,0.06
100001983,0.06
100001327,0.06
100000064,0.06
100000946,0.06
100001916,0.06
100000870,0.06
100000869,0.06
100000949,0.06
100002283,0.06
100002336,0.06
100001820,0.06
100002361,0.06
100000862,0.06
100000032,0.06
100002286,0.06
100000354,0.06
100002347,0.06
100000010,0.06
100000650,0.06
100000668,0.06
100000315,0.06
100002175,0.06
100002177,0.06
100000901,0.06
100001519,0.06
100000063,0.06
100001095,0.06
100002265,0.06
100001462,0.06
100002260,0.06
100000621,0.06
100000931,0.06
100001547,0.06
100001472,0.06
100000936,0.06
100002059,0.06
100000898,0.06
100002362,0.06
100001361,0.06
100000077,0.06
100000702,0.06
100000818,0.06
100001806,0.06
100002420,0.06
100002318,0.06
100000824,0.06
100000228,0.06
100001338,0.06
100002371,0.06
100001343,0.06
100000068,0.06
100000687,0.06
100001354,0.06
100001962,0.06
100000844,0.06
100000676,0.06
100001968,0.06
100000840,0.06
100000673,0.06
100000248,0.06
100001617,0.06
100001614,0.06
100002056,0.06
100000969,0.06
100000871,0.05733333333333333
100002331,0.055
100001001,0.05333333333333333
100000997,0.05333333333333333
100000993,0.05333333333333333
100001865,0.05333333333333333
100001005,0.05333333333333333
100000927,0.05
100002246,0.05
100000597,0.05
100000573,0.05
100002411,0.05
100002185,0.05
100002244,0.05
100001030,0.05
100001220,0.05
100000085,0.05
100002360,0.05
100002114,0.05
100001858,0.05
100000413,0.05
100002325,0.05
100000485,0.05
100001837,0.05
100002405,0.05
100001457,0.05
100000276,0.05
100000289,0.05
100001577,0.05
100002364,0.05
100000503,0.05
100000506,0.05
100001688,0.05
100001712,0.05
100000155,0.05
100001963,0.05
100001996,0.04666666666666667
100001041,0.04666666666666667
100000223,0.04666666666666667
100002097,0.04666666666666667
100002061,0.04666666666666666
100000569,0.045
100002075,0.045
100000390,0.045
100001524,0.045
100001131,0.045
100000751,0.044000000000000004
100000919,0.04333333333333333
100001498,0.04285714285714286
100000635,0.042
100000570,0.04166666666666666
100000126,0.040740740740740744
100000016,0.04022222222222222
100001016,0.04
100001631,0.04
100002054,0.04
100002196,0.04
100001622,0.04
100001624,0.04
100000834,0.04
100000831,0.04
100001633,0.04
100001892,0.04
100002198,0.04
100000070,0.04
100001636,0.04
100001640,0.04
100000821,0.04
100001120,0.04
100002000,0.04
100001072,0.04
100000848,0.04
100001604,0.04
100000845,0.04
100000865,0.04
100000863,0.04
100001869,0.04
100001130,0.04
100001596,0.04
100000861,0.04
100002421,0.04
100000858,0.04
100001598,0.04
100000857,0.04
100000856,0.04
100000854,0.04
100000853,0.04
100001601,0.04
100000849,0.04
100001661,0.04
100001603,0.04
100001645,0.04
100002048,0.04
100001572,0.04
100001664,0.04
100002004,0.04
100002221,0.04
100001734,0.04
100002005,0.04
100002023,0.04
100001745,0.04
100002017,0.04
100001759,0.04
100001760,0.04
100000772,0.04
100000770,0.04
100001761,0.04
100001763,0.04
100001866,0.04
100001769,0.04
100001901,0.04
100001774,0.04
100001780,0.04
100001781,0.04
100000082,0.04
100001791,0.04
100002035,0.04
100002206,0.04
100001666,0.04
100001896,0.04
100000079,0.04
100000812,0.04
100000811,0.04
100001668,0.04
100001802,0.04
100001685,0.04
100000798,0.04
100000782,0.04
100001117,0.04
100002210,0.04
100000020,0.04
100001711,0.04
100001108,0.04
100001714,0.04
100002217,0.04
100000783,0.04
100000866,0.04
100001135,0.04
100001570,0.04
100001172,0.04
100000052,0.04
100001985,0.04
100001839,0.04
100001986,0.04
100002091,0.04
100001185,0.04
100001365,0.04
100000973,0.04
100000040,0.04
100002095,0.04
100001383,0.04
100001388,0.04
100000962,0.04
100001393,0.04
100001399,0.04
100001409,0.04
100000960,0.04
100002088,0.04
100001333,0.04
100001329,0.04
100001567,0.04
100001251,0.04
100001218,0.04
100001011,0.04
100002156,0.04
100001976,0.04
100001977,0.04
100001245,0.04
100001250,0.04
100002162,0.04
100001210,0.04
100000990,0.04
100002103,0.04
100001275,0.04
100001283,0.04
100001022,0.04
100001284,0.04
100001979,0.04
100001193,0.04
100001189,0.04
100002087,0.04
100001833,0.04
100001435,0.04
100001537,0.04
100001507,0.04
100001509,0.04
100001518,0.04
100002147,0.04
100001528,0.04
100001531,0.04
100001535,0.04
100002184,0.04
100001049,0.04
100000954,0.04
100001538,0.04
100001548,0.04
100002063,0.04
100001822,0.04
100001558,0.04
100001561,0.04
100001151,0.04
100001211,0.04
100001826,0.04
100001884,0.04
100000904,0.04
100002068,0.04
100002084,0.04
100002082,0.04
100002424,0.04
100001860,0.04
100001152,0.04
100001463,0.04
100001830,0.04
100001475,0.04
100000035,0.04
100001048,0.04
100001484,0.04
100002073,0.04
100001959,0.04
100002071,0.04
100002069,0.04
100001495,0.04
100000914,0.04
100002146,0.04
100001782,0.04
100000513,0.04
100000192,0.04
100000200,0.04
100000652,0.04
100000568,0.04
100000122,0.04
100002293,0.04
100002299,0.04
100000658,0.04
100001947,0.04
100002245,0.04
100000364,0.04
100000366,0.04
100002236,0.04
100000320,0.04
100002306,0.04
100002297,0.04
100000373,0.04
100000674,0.04
100001908,0.04
100000550,0.04
100001936,0.04
100001907,0.04
100002321,0.04
100002387,0.04
100002320,0.04
100001923,0.04
100002388,0.04
100000261,0.04
100000103,0.04
100000171,0.04
100002292,0.04
100002277,0.04
100002340,0.04
100000479,0.04
100002373,0.04
100002374,0.04
100001950,0.04
100002369,0.04
100000130,0.04
100000598,0.04
100001951,0.04
100002291,0.04
100000591,0.04
100000246,0.04
100000486,0.04
100002379,0.04
100002380,0.04
100000637,0.04
100000352,0.04
100000579,0.04
100000210,0.04
100000642,0.04
100002258,0.04
100000208,0.04
100002381,0.04
100000470,0.04
100000647,0.04
100000693,0.04
100001921,0.04
100000711,0.04
100000747,0.04
100000707,0.04
100002393,0.04
100000717,0.04
100002314,0.04
100002353,0.04
100000279,0.04
100002226,0.04
100001944,0.04
100000706,0.04
100001960,0.04
100000538,0.04
100000147,0.04
100000537,0.04
100000740,0.04
100000497,0.04
100000716,0.04
100002409,0.04
100000301,0.04
100000418,0.04
100002316,0.04
100000169,0.04
100000517,0.04
100000425,0.04
100000514,0.04
100001956,0.04
100002313,0.04
100002394,0.04
100001945,0.04
100001941,0.04
100000757,0.04
100000926,0.039999999999999994
100000008,0.039999999999999994
100000984,0.038
100000895,0.0365
100000907,0.035
100000585,0.035
100002363,0.035
100000588,0.03333333333333333
100001159,0.03333333333333333
100000546,0.03333333333333333
100001248,0.03333333333333333
100000916,0.03166666666666667
100001885,0.03
100000507,0.03
100002389,0.03
100001948,0.03
100002413,0.03
100002118,0.03
100000937,0.03
100000480,0.03
100001879,0.03
100001114,0.03
100002282,0.03
100001618,0.03
100000634,0.03
100002288,0.03
100002289,0.03
100001988,0.03
100001295,0.03
100001613,0.03
100002355,0.03
100002126,0.03
100002187,0.03
100000209,0.03
100000805,0.03
100002020,0.03
100001995,0.03
100000540,0.03
100001363,0.03
100001713,0.03
100000168,0.03
100001967,0.03
100001741,0.03
100000124,0.03
100002002,0.03
100002385,0.03
100001727,0.03
100000701,0.03
100000100,0.03
100000691,0.03
100002418,0.03
100002401,0.03
100001801,0.03
100002404,0.03
100001471,0.03
100001065,0.03
100000789,0.03
100002189,0.03
100000409,0.03
100000794,0.03
100000804,0.03
100000109,0.03
100000327,0.03
100000947,0.03
100001060,0.03
100001274,0.03
100002310,0.03
100000193,0.03
100001872,0.03
100001895,0.02952380952380952
100001496,0.029166666666666664
100000639,0.028888888888888888
100000419,0.027999999999999997
100000915,0.027999999999999997
100000558,0.027999999999999997
100001647,0.0275
100000332,0.026666666666666665
100001139,0.026666666666666665
100002151,0.026666666666666665
100000545,0.026666666666666665
100002098,0.026666666666666665
100000686,0.026666666666666665
100002106,0.026666666666666665
100000145,0.026666666666666665
100002262,0.026666666666666665
100002086,0.026666666666666665
100000627,0.026666666666666665
100001787,0.026666666666666665
100002096,0.026666666666666665
100001258,0.026666666666666665
100000584,0.025
100001009,0.025
100000942,0.025
100001021,0.025
100001035,0.025
100000909,0.025
100001900,0.025
100000349,0.02496428571428571
100000519,0.024814814814814817
100001198,0.024615384615384615
100000515,0.024000000000000004
100002006,0.024
100000270,0.024
100001090,0.024
100000950,0.023333333333333334
100000891,0.02333333333333333
100001888,0.022857142857142857
100000749,0.0225
100001443,0.022222222222222223
100000903,0.022222222222222223
100002135,0.022000000000000002
100000924,0.021666666666666664
100000004,0.021333333333333333
100000028,0.021333333333333333
100000255,0.02125
100000321,0.02057142857142857
100001438,0.02
100000012,0.02
100002079,0.02
100001454,0.02
100001506,0.02
100000308,0.02
100000407,0.02
100001504,0.02
100001332,0.02
100000402,0.02
100001437,0.02
100001324,0.02
100000400,0.02
100001501,0.02
100000311,0.02
100000396,0.02
100001497,0.02
100001502,0.02
100002343,0.02
100002066,0.02
100001323,0.02
100001313,0.02
100000340,0.02
100000341,0.02
100001521,0.02
100001314,0.02
100001520,0.02
100001940,0.02
100001825,0.02
100001515,0.02
100001439,0.02
100001935,0.02
100001315,0.02
100001316,0.02
100001512,0.02
100001845,0.02
100000416,0.02
100001455,0.02
100002092,0.02
100000388,0.02
100000389,0.02
100000342,0.02
100001989,0.02
100001478,0.02
100000322,0.02
100001396,0.02
100001398,0.02
100001400,0.02
100000039,0.02
100000325,0.02
100001404,0.02
100001405,0.02
100000328,0.02
100001961,0.02
100001424,0.02
100000357,0.02
100001461,0.02
100001418,0.02
100001467,0.02
100000363,0.02
100000367,0.02
100002089,0.02
100001366,0.02
100001421,0.02
100000387,0.02
100002407,0.02
100001353,0.02
100000317,0.02
100001358,0.02
100001522,0.02
100002072,0.02
100001375,0.02
100002345,0.02
100000371,0.02
100001459,0.02
100001827,0.02
100002329,0.02
100000013,0.02
100001485,0.02
100002074,0.02
100000763,0.02
100000295,0.02
100000191,0.02
100001697,0.02
100001700,0.02
100001795,0.02
100001794,0.02
100002043,0.02
100002041,0.02
100000027,0.02
100000025,0.02
100000026,0.02
100000190,0.02
100000189,0.02
100000187,0.02
100000185,0.02
100002384,0.02
100001695,0.02
100002400,0.02
100000197,0.02
100001691,0.02
100001690,0.02
100000198,0.02
100000201,0.02
100001683,0.02
100001680,0.02
100001953,0.02
100001667,0.02
100001665,0.02
100000212,0.02
100001660,0.02
100001804,0.02
100001658,0.02
100000029,0.02
100002038,0.02
100000024,0.02
100001805,0.02
100001771,0.02
100001785,0.02
100002396,0.02
100001784,0.02
100000153,0.02
100000136,0.02
100001770,0.02
100001773,0.02
100000182,0.02
100000146,0.02
100001776,0.02
100001777,0.02
100001778,0.02
100000144,0.02
100000141,0.02
100002392,0.02
100000161,0.02
100001758,0.02
100002390,0.02
100002019,0.02
100001751,0.02
100000166,0.02
100001749,0.02
100002021,0.02
100000167,0.02
100001740,0.02
100002024,0.02
100000174,0.02
100001731,0.02
100002032,0.02
100000176,0.02
100000180,0.02
100001656,0.02
100000218,0.02
100001991,0.02
100001568,0.02
100000277,0.02
100001562,0.02
100001821,0.02
100001564,0.02
100000275,0.02
100000273,0.02
100001992,0.02
100001580,0.02
100000033,0.02
100001993,0.02
100000267,0.02
100001576,0.02
100000266,0.02
100001578,0.02
100000278,0.02
100001557,0.02
100001555,0.02
100000282,0.02
100001552,0.02
100001551,0.02
100001549,0.02
100002357,0.02
100001545,0.02
100002065,0.02
100001541,0.02
100001539,0.02
100001534,0.02
100001943,0.02
100001942,0.02
100001529,0.02
100001527,0.02
100001579,0.02
100001581,0.02
100001648,0.02
100000236,0.02
100001619,0.02
100000128,0.02
100002367,0.02
100000030,0.02
100000238,0.02
100001626,0.02
100001630,0.02
100001582,0.02
100002370,0.02
100000224,0.02
100000019,0.02
100001644,0.02
100000219,0.02
100001646,0.02
100000244,0.02
100001615,0.02
100002365,0.02
100000251,0.02
100001605,0.02
100001602,0.02
100001599,0.02
100000259,0.02
100001597,0.02
100000015,0.02
100001814,0.02
100001308,0.02
100002057,0.02
100002058,0.02
100001946,0.02
100000264,0.02
100001583,0.02
100000031,0.02
100002423,0.02
100001306,0.02
100000934,0.02
100002275,0.02
100001970,0.02
100001971,0.02
100001915,0.02
100000610,0.02
100000958,0.02
100001917,0.02
100001878,0.02
100001972,0.02
100000589,0.02
100000586,0.02
100000057,0.02
100000583,0.02
100000581,0.02
100000989,0.02
100002171,0.02
100000007,0.02
100000525,0.02
100001913,0.02
100000893,0.02
100000631,0.02
100000629,0.02
100000906,0.02
100000911,0.02
100002264,0.02
100000626,0.02
100001912,0.02
100000920,0.02
100000921,0.02
100000622,0.02
100000923,0.02
100002268,0.02
100000928,0.02
100000929,0.02
100000580,0.02
100000577,0.02
100001919,0.02
100000572,0.02
100001033,0.02
100000549,0.02
100000548,0.02
100001871,0.02
100000547,0.02
100001044,0.02
100000542,0.02
100000541,0.02
100001047,0.02
100000539,0.02
100000534,0.02
100001055,0.02
100001056,0.02
100000531,0.02
100000530,0.02
100000551,0.02
100001026,0.02
100002153,0.02
100001004,0.02
100000055,0.02
100000571,0.02
100000567,0.02
100000566,0.02
100000139,0.02
100002294,0.02
100000560,0.02
100000553,0.02
100002158,0.02
100000556,0.02
100000555,0.02
100000554,0.02
100002155,0.02
100001305,0.02
100000062,0.02
100002179,0.02
100002180,0.02
100000822,0.02
100000719,0.02
100000795,0.02
100000797,0.02
100000799,0.02
100002207,0.02
100000801,0.02
100000802,0.02
100000715,0.02
100000714,0.02
100000810,0.02
100000709,0.02
100000708,0.02
100000816,0.02
100000704,0.02
100000698,0.02
100001899,0.02
100000727,0.02
100000787,0.02
100002225,0.02
100000761,0.02
100000754,0.02
100000753,0.02
100000752,0.02
100001905,0.02
100000746,0.02
100000777,0.02
100000728,0.02
100000741,0.02
100000779,0.02
100000736,0.02
100000734,0.02
100000730,0.02
100000785,0.02
100002227,0.02
100000692,0.02
100001965,0.02
100000825,0.02
100000855,0.02
100000670,0.02
100000669,0.02
100002237,0.02
100000860,0.02
100000092,0.02
100002191,0.02
100002251,0.02
100000867,0.02
100000654,0.02
100000651,0.02
100002256,0.02
100002190,0.02
100000645,0.02
100000883,0.02
100000671,0.02
100000672,0.02
100000066,0.02
100000836,0.02
100002199,0.02
100000690,0.02
100000689,0.02
100000688,0.02
100000833,0.02
100000091,0.02
100001893,0.02
100000851,0.02
100000839,0.02
100002229,0.02
100000067,0.02
100000679,0.02
100002195,0.02
100000675,0.02
100001073,0.02
100002154,0.02
100001076,0.02
100001857,0.02
100000478,0.02
100002115,0.02
100001195,0.02
100000477,0.02
100000476,0.02
100002113,0.02
100001924,0.02
100001191,0.02
100001204,0.02
100002111,0.02
100000471,0.02
100000047,0.02
100002307,0.02
100001975,0.02
100001192,0.02
100002116,0.02
100000460,0.02
100001859,0.02
100002128,0.02
100001170,0.02
100002300,0.02
100000483,0.02
100001175,0.02
100001176,0.02
100002124,0.02
100001187,0.02
100002123,0.02
100002122,0.02
100002121,0.02
100002120,0.02
100001184,0.02
100002301,0.02
100001219,0.02
100001221,0.02
100001163,0.02
100000436,0.02
100001270,0.02
100000444,0.02
100001272,0.02
100001277,0.02
100000006,0.02
100001282,0.02
100001289,0.02
100001264,0.02
100000428,0.02
100001848,0.02
100002102,0.02
100000426,0.02
100001296,0.02
100000042,0.02
100001269,0.02
100001849,0.02
100001222,0.02
100000449,0.02
100000454,0.02
100001227,0.02
100001978,0.02
100001235,0.02
100001237,0.02
100000450,0.02
100001926,0.02
100002104,0.02
100001247,0.02
100000446,0.02
100000445,0.02
100001254,0.02
100001255,0.02
100001257,0.02
100001164,0.02
100001958,0.02
100000509,0.02
100002140,0.02
100001134,0.02
100000502,0.02
100000501,0.02
100001084,0.02
100001146,0.02
100001128,0.02
100001145,0.02
100001129,0.02
100001142,0.02
100001140,0.02
100001138,0.02
100001085,0.02
100000498,0.02
100000522,0.02
100000496,0.02
100002139,0.02
100001133,0.02
100001115,0.02
100002141,0.02
100001093,0.02
100001150,0.02
100000521,0.02
100000051,0.02
100000491,0.02
100001160,0.02
100000512,0.02
100001110,0.02
100001111,0.02
100000260,0.019999999999999997
100000203,0.019999999999999997
100000490,0.019999999999999997
100000339,0.019999999999999997
100000318,0.019999999999999997
100000247,0.019999999999999997
100001732,0.019047619047619046
100001102,0.018000000000000002
100000049,0.017333333333333333
100001341,0.01714285714285714
100000659,0.01714285714285714
100001550,0.016666666666666666
100000739,0.016
100000269,0.016
100002060,0.016
100000112,0.015636363636363636
100002342,0.015
100002232,0.015
100000636,0.015
100000918,0.015
100002350,0.015
100001701,0.014666666666666668
100002176,0.014666666666666668
100001050,0.014545454545454545
100002326,0.014545454545454545
100001153,0.013999999999999999
100000559,0.013999999999999999
100000310,0.013888888888888888
100000520,0.013333333333333332
100000724,0.013333333333333332
100000002,0.013333333333333332
100000069,0.013333333333333332
100000441,0.013333333333333332
100001652,0.013333333333333332
100002136,0.013333333333333332
100002132,0.013333333333333332
100000524,0.013333333333333332
100000694,0.013333333333333332
100001178,0.013333333333333332
100000286,0.013333333333333332
100000764,0.013333333333333332
100000058,0.013333333333333332
100000523,0.013333333333333332
100001788,0.013333333333333332
100001059,0.013333333333333332
100000603,0.013333333333333332
100001752,0.013333333333333332
100000271,0.013333333333333332
100000604,0.013333333333333332
100001634,0.013333333333333332
100000050,0.013333333333333332
100001828,0.013333333333333332
100001875,0.013333333333333332
100000912,0.013333333333333332
100001122,0.013333333333333332
100001844,0.013333333333333332
100001920,0.013333333333333332
100001937,0.013333333333333332
100002134,0.013333333333333332
100001873,0.013333333333333332
100000114,0.013333333333333332
100001891,0.013333333333333332
100000557,0.013333333333333332
100000003,0.013333333333333332
100001889,0.013333333333333332
100001689,0.013333333333333332
100001013,0.013333333333333332
100001543,0.013333333333333332
100001500,0.013333333333333332
100001692,0.013333333333333332
100002228,0.013333333333333332
100001206,0.013000000000000001
100001669,0.012857142857142855
100002046,0.012444444444444445
100001628,0.012222222222222223
100001638,0.012222222222222223
100002254,0.012000000000000002
100002255,0.012000000000000002
100002030,0.012000000000000002
100002261,0.012000000000000002
100002257,0.012000000000000002
100000710,0.011666666666666665
100000456,0.011333333333333332
100001533,0.01125
100002408,0.011111111111111112
100002344,0.011111111111111112
100002322,0.011111111111111112
100002323,0.011111111111111112
100002324,0.011111111111111112
100001062,0.011111111111111112
100001280,0.010714285714285714
